1,2202,12,1993,7.86E+06,-0.044543,-0.20394,-0.10599,1.2739,0.41693,89.94,-0.004759857,-0.002647153,-0.006349171,0.556141267,-0.044542527,0.001273871,0.398347301,0.175983932,0.416928901,1.062267037,0.422095785,-0.106834826,-0.144550441,-0.203936362,-0.105987642
1,8702,12,1994,1.13E+07,-0.10025,-0.1262,-0.076275,1.1997,0.49538,83.11,0.000718461,0.000476219,0.000961323,0.662831953,-0.100250544,0.001199708,0.493251929,0.238795877,0.495378206,1.1980795,0.482047603,-0.20237173,-0.117509283,-0.126199631,-0.076275199
1,2309,13,1991,2.94E+06,0.2261,-0.012756,0.036274,2.1759,0.82139,167.8,-0.218408457,-0.106254597,-0.129359068,0.486494886,0.226095149,0.00217664,0.559551474,0.257642312,0.821392722,0.405964547,0.3136652,0.275258282,0.000137173,-0.012756447,0.03627403
1,1107,1,2000,1.79E+07,-0.036436,-0.089638,-0.11524,0.11243,0.31699,88.39,-0.063801323,-0.036510992,-0.115180383,0.572260736,-0.036436266,0.000112428,0.277481552,0.051556126,0.316989675,0.990309284,0.162642919,-0.114944647,-0.14543421,-0.089637701,-0.115240454
1,1918,9,1997,9.56E+06,-0.27461,-0.16755,-0.034403,0.70648,0.39071,43.86,-0.00448141,-0.002898949,-0.007419748,0.64688329,-0.274612075,0.000706485,0.214535428,0.149081503,0.390707257,1.251953974,0.381568297,-0.702858905,-0.070553546,-0.167547036,-0.034402957
1,2206,12,1999,2.04E+07,0.15877,0.15835,0.058525,2.3426,1.655,167.43,0.039920887,0.016031397,0.009686915,0.401579186,0.158771557,0.002342608,0.394231292,0.261814176,1.654953914,0.142275705,0.158200282,0.095937147,0.050975656,0.158350433,0.058525007
1,2101,11,1999,1.19E+07,-0.31336,-0.064812,-0.044279,1.389,0.33963,35.04,-0.039460225,-0.028561932,-0.084096867,0.723815756,-0.313362147,0.001389152,0.169019612,0.113152652,0.339631348,1.420309881,0.333163157,-0.922653781,-0.069401184,-0.064812368,-0.044278936
1,3142,13,2005,9.95E+06,0.022957,-0.22012,-0.15543,0.17024,0.38643,110.38,-0.029759984,-0.023514404,-0.060850639,0.790134955,0.022957139,0.000170371,0.244185842,0.166426137,0.386428214,0.572496249,0.430678017,0.059408547,-0.177148282,-0.220124126,-0.155432447
1,8017,13,2005,2.23E+07,0.038974,0.0047367,0.0048046,1.0821,0.29347,113.1,0.129618335,0.063610696,0.216752571,0.490753843,0.038974325,0.001082061,0.336483364,0.302326361,0.293471471,1.013757957,1.030172917,0.132804478,-0.001150249,0.004736698,0.004804595
1,1601,6,1998,6.99E+06,-0.138,-0.31659,-0.38692,0.77831,0.57588,76.87,-0.022678472,-0.018508876,-0.032140397,0.816143005,-0.138004556,0.000778308,0.458573923,0.140048913,0.575875784,1.035949931,0.243192919,-0.239642922,-0.427390463,-0.316594324,-0.386916057
1,1602,6,2001,8.67E+07,-0.094245,-0.14957,0.024661,0.42466,0.26569,80.78,0.026033598,0.017844727,0.067164429,0.685449924,-0.094244659,0.000424661,0.396134896,0.124516822,0.265687174,1.845702776,0.468659514,-0.354720394,-0.069150329,-0.149568542,0.02466118
