1,2202,12,1993,7860000,-0.044542527,-0.203936362,-0.105987642,1.273870778,0.416928901,7.92,59.58687815,89.94,43.3,-33.17,1.252969077,0.556141267,101.9629877,0,-25.54,-35.46,-0.044542527,0.175983932,0.398347301,0.033891697,0.397353744,0.076523991,0.442889828,-0.035822582,-4.307238122,0.433189604,0.796362101,-0.100352935,0.997817087,0.284303266,1.111818322,0,0.798104294,44.3858733,112.91,0.482360331,0.796362101,0.997817087,3.919232614,1.252969077,0.7340774,-2.643458019,31.44076885,3.203485345,0,10.16322813,10.16322813,10.90143125,-0.49,0.010240019,-0.002554388,1872.460571,-467.088,2166.318286,91987.2191,-3.49,-10.25,-5.66,6.5,6.5,-24.95,-34.62991096,-34.67028564,-9.68,-0.327967844,-3.55024375,-3.55,-0.203936362,-0.842984822,0.171474547,-0.144550441,0.06498096,-0.325667673,1,55.075681,0.37,5.68,64.26056338,1.96,0.87,0.8,0.955432211,0.422095785,-0.106834826,0.081288914,-0.006349171,-4.498278147,-0.002647153,-0.004759857,-0.019922416,-0.005963953,-63.98,-93.06,-41.97,-41.97,-37.38,-20.57,-26.26,-3
1,2101,11,1999,11900000,-0.313362147,-0.064812368,-0.044278936,1.389036028,0.339631348,7.21,0.8024148,35.04,26.97,-47.59,2.620771364,0.723815756,149.5628369,0,11.17,-31.39,-0.313362147,0.113152652,0.169019612,0.00706156,0.234570752,0.014638945,0.482381759,0.02613928,-0.096583726,0.062742181,0.666442744,-1.134612689,1.74659406,1.428437767,2.853998736,0,0.381567051,27.61842435,43.69,0.632087047,0.666442744,1.74659406,1.143932696,2.620771364,0.645295163,-1.424391818,16.0665323,0,0,12.63540373,12.63540373,12.63540373,0.87,0.015538103,0.001117376,3752.451852,269.8462963,6983.678704,127225.6211,-0.48,-5.11,-1.95,23.26,23.26,7.19,-20.20370385,-20.43426915,-27.39,-0.180360841,-3.175097769,-3.14,-0.064812368,-0.470133837,0.147620057,-0.069401184,0.232610876,-0.251285819,1,37.40404531,0.34,5,73,8.96,0.55,1.09,0.4976561,0.333163157,-0.922653781,0.020791838,-0.084096867,3.922209389,-0.028561932,-0.039460225,0.018920023,-0.103416227,-2.01,-6.88,-318.23,-318.23,-40.54,-0.02,-20.72,-10.09
1,8702,12,1994,11300000,-0.100250544,-0.126199631,-0.076275199,1.199707588,0.495378206,8.62,-74.92834543,83.11,48.82,-47.62,1.965880094,0.662831953,156.5890925,1.31,-18.79,-28.22,-0.100250544,0.238795877,0.493251929,0.005923352,0.402350264,0.009980332,0.593502474,-0.154586441,-1.91752292,0.323895393,0.895404138,-0.297331094,1.760257172,0.140555921,1.2032441,0,0.508678023,33.71680473,95.36,0.416521872,0.895404138,1.760257172,4.863271028,1.965880094,0.649099346,-1.569441834,26.44476729,3.795769318,0,8.098315043,8.098315043,8.098315043,-2.51,0.011898307,-0.001879239,5199.227907,-821.1748837,4371.593488,128973.8455,-2.81,-8.65,-5.05,10.65,10.65,-15.79,-23.72112496,-23.72112496,-7.93,-0.2372558,-2.82241216,-2.88,-0.126199631,-0.690134533,0.170270111,-0.117509283,0.106506154,-0.348518444,1,126.079987,0.49,2.4,152.0833333,2.29,1.13,1.42,0.995707771,0.482047603,-0.20237173,0.011957232,0.000961323,-17.26443229,0.000476219,0.000718461,-0.102464833,0.001412407,273.12,-57.01,-7485.18,-7485.18,-44.81,-0.27,-6.53,-11.8
1,1918,9,1997,9560000,-0.274612075,-0.167547036,-0.034402957,0.706484934,0.390707257,8.37,26.02914863,43.86,31.75,-83.22,1.831924886,0.64688329,124.3432907,0,-3.11,-17.75,-0.274612075,0.149081503,0.214535428,0.001393315,0.304778215,0.002848456,0.489147503,0.053679275,-0.119323773,0.066989505,0.756160363,-0.777680768,1.385228986,0.735243535,2.280031354,0,0.54587391,35.31167104,58.61,0.743172331,0.756160363,1.385228986,2.238659456,1.831924886,0.487614858,-0.850211723,13.81652345,0.001552472,0,8.885610526,8.885610526,8.885610526,0.87,0.009831516,-0.000311284,4909.298292,-155.4375821,9338.07753,103519.3786,2.81,-4.17,0.42,10.65,10.65,-3.17,-18.05790508,-18.05790508,-14.89,-0.17954746,-1.775365789,-1.78,-0.167547036,-0.629014678,0.112165182,-0.070553546,0.106503361,-0.199802342,1,50.13422056,0.38,2.75,132.7272727,8.81,0.52,1.01,0.549095069,0.381568297,-0.702858905,0.003566136,-0.007419748,7.098927366,-0.002898949,-0.00448141,0.034724226,-0.008209607,79.48,58.96,-23.52,-23.52,-23.88,-7.59,-16.65,-0.3
1,2206,12,1999,20400000,0.158771557,0.158350433,0.058525007,2.342608404,1.654953914,0,-1.322840358,167.43,114.19,0.09,0.671064869,0.401579186,0,0,13.19,15.35,0.158771557,0.261814176,0.394231292,0.127041695,1.111927591,0.539547429,0.235459736,0.246351383,0.71521244,0.482270958,0.586334511,0.26531757,0.393468492,0.421375607,0.597262927,0,1.490168903,59.84208144,128.06,0.467315458,0.586334511,0.393468492,3.602352489,0.671064869,1.000826656,1210.692386,7.047546788,1.650339633,12.83,15.71163489,15.71163489,15.71163489,2.6,0.043451082,0.00131878,11173.65441,339.13055,3155.146123,217256.1254,11.62,5.1,9.43,10.08,10.08,3.04,3.533431752,3.080185809,0.5,0.030801858,1.338374051,1.54,0.158350433,0.470314404,0.108386337,0.050975656,0.100826375,0.085183627,0,41.49719859,1.66,12.63,28.89944576,12.39,3.41,2.77,0.238212852,0.158200282,0.095937147,0.076764491,0.009686915,42.01550116,0.016031397,0.039920887,0.098929588,0.026789505,14.97,0.76,-3.87,-3.87,-3.87,0.06,0.51,0.26
1,3142,13,2005,9950000,0.022957139,-0.220124126,-0.155432447,0.170243909,0.386428214,3.84,-3.140085424,110.38,75.23,-13.5,3.764966934,0.790134955,331.8756302,0,-66.12,-75.42,0.022957139,0.166426137,0.244185842,0.013976358,0.752280941,0.063176063,0.221228703,-0.052597098,2.444484344,0.253666752,0.279988503,0.109390008,1.054147455,2.329808507,0.905984972,0,0.265606582,20.9865045,110.57,0.704342312,0.279988503,1.054147455,0.36889214,3.764966934,0.877414364,-6.300145418,20.15551069,4.072041612,0,8.934636937,8.934636937,8.934636937,-1.77,0.016451505,-0.006611679,3224.599832,-1295.931208,5877.474832,103991.6048,-3.65,-15.54,-6.15,-20.03,-20.03,-40.19,-45.84248137,-45.84248137,-5.65,-0.435226732,-7.541778021,-7.54,-0.220124126,-1.776214429,0.099733613,-0.177148282,-0.200333895,-0.844105706,1,99.38203149,0.37,2.96,123.3108108,5.37,0.53,1.28,0.631904796,0.430678017,0.059408547,0.036168059,-0.060850639,-18.78544906,-0.023514404,-0.029759984,-0.041558805,-0.112045356,-222.28,-2800.19,-1109.43,-1109.43,-1048.23,-6.6,-46.86,-11.94
1,8017,13,2005,22300000,0.038974325,0.004736698,0.004804595,1.082060633,0.293471471,1.54,-2.165218727,113.1,102.81,180.37,0.963686886,0.490753843,77.50395801,0,-0.03,-0.23,0.038974325,0.302326361,0.336483364,0.245639342,1.016192188,0.825653376,0.297509039,0.171711397,0.641829883,0.084081098,0.606228647,0.076533372,0.584214598,0.574307158,0.884171613,0,1.037681444,50.92461568,118.1,0.556337476,0.606228647,0.584214598,2.63523854,0.963686886,-4.464168228,0.828652768,8.971488416,4.535932378,0,8.750873988,8.750873988,8.750873988,1.87,0.006028212,-2.78E-06,7889.585542,-3.638554217,14956.38434,233282.1014,7.76,0.33,6.04,8.93,8.93,-0.05,-0.366733269,-0.391945704,-0.32,0.004646815,-0.024151569,-0.02,0.004736698,-0.042180515,0.027269672,-0.001150249,0.0892537,-0.002258729,1,16.04369609,0.3,4.56,80.04385965,10.54,0.52,0.59,1.146562435,1.030172917,0.132804478,0.837012679,0.216752571,28.32452706,0.063610696,0.129618335,0.084268028,0.124911489,-69.2,-100.24,-102.07,-102.07,-97.53,3.52,4.63,-5.06
1,6101,32,2007,3250000,-0.020691204,-0.043968309,0.015981305,0.675753805,1.019865085,3.69,-29.12224463,96.27,67.25,40.63,1.995851419,0.666205075,78.77235609,0,4.27,2.83,-0.020691204,0.362564293,0.533572634,0.045169741,0.654136655,0.081495018,0.554263838,0.019033963,-5.647083352,0.210811075,0.831971804,-0.061987774,1.660492106,0.209795686,1.038778609,0,0.501039301,33.37949251,102.2,0.431162435,0.831971804,1.660492106,2.981876338,1.995851419,1.753050532,2.264748632,8.666247704,0.380903751,0,8.987946151,8.987946151,10.37955253,0.4,0.031713314,0.000426589,1829.607518,24.61083472,773.4925373,33047.78004,6.22,2.03,5.32,10.01,10.01,1.35,0.893871459,1.151956637,-0.45,0.012018998,0.365323624,0.29,-0.043968309,0.126345404,0.092986394,0.011748404,0.100113906,0.035196471,0,130.0917045,1.22,3.83,95.3002611,8.07,3.03,3.45,0.523179626,0.355502212,-0.020288178,0.044289918,-0.004345028,2.287813524,-0.004431342,-0.006651619,0.012680523,-0.013275643,47.1,10.94,250.08,250.08,35.98,50.19,29.34,1.94
1,9801,18,2002,33200000,-0.112197842,-0.083386343,-0.03092542,0.212861772,0.285816876,7.26,23.71982568,71.15,22.9,-96.94,1.9954418,0.666159429,155.6854255,42.84,-7.19,-15.73,-0.112197842,0.042597304,0.276698143,0.002086109,0.109533925,0.005364183,0.388895985,0.067294942,-1.505913531,0.434461282,0.583788156,-0.336082105,1.164915289,1.002043025,1.405488235,0,0.501142153,33.38405707,332.51,0.164923742,0.583788156,1.164915289,1.204055484,1.9954418,0.454703376,-0.751601313,26.58227261,0,0,7.721413612,7.721413612,7.721413612,1.04,0.006610671,-0.000719209,4253.623767,-462.7735426,2454.451121,352422.3957,-1.54,-3.63,-2.59,15.7,15.7,-10.88,-23.79575906,-23.11676006,-12.92,-0.232113457,-1.528173046,-1.57,-0.083386343,-0.585256377,0.112893433,-0.066071601,0.157027598,-0.197913636,1,62.74595142,0.27,5.26,69.39163498,1.31,1.75,0.78,0.968095892,0.149037049,-0.392551495,0.007298762,-0.017368572,11.52728801,-0.004964231,-0.007452017,0.04482916,-0.014870065,22.95,-1.7,-4.47,-4.47,-0.32,-9.86,-16.6,-0.68
1,1601,6,1998,6990000,-0.138004556,-0.316594324,-0.386916057,0.778308403,0.575875784,7.77,4.395518463,76.87,34.13,-10.96,4.439009824,0.816143005,289.1304382,0.39,-15.59,-94.81,-0.138004556,0.140048913,0.458573923,0.010607465,0.234753545,0.017780502,0.596578479,-0.132465915,-1.727519339,0.39962142,0.730972973,-0.750608134,3.244796209,0.478798542,1.300942877,0,0.225275465,18.38569946,52.56,0.406754338,0.730972973,3.244796209,0.837371127,4.439009824,0.899364571,-8.725034142,15.76546554,0.921084917,0,5.385214258,5.385214258,4.658789899,-2.74,0.012690875,-0.001559153,3207.766348,-394.0940989,2265.719298,74254.07675,-31.45,-34.91,-32.56,3.48,3.48,-12.29,-74.70542859,-74.21573787,-62.42,-0.720034535,-10.8315809,-10.9,-0.316594324,-0.94922915,0.45025004,-0.427390463,0.03479842,-2.324580925,1,199.7973146,0.51,4.25,85.88235294,2.38,1.48,1.81,0.796307009,0.243192919,-0.239642922,0.01841971,-0.032140397,-18.12186221,-0.018508876,-0.022678472,-0.10811113,-0.10066996,-79.71,-478.39,-3239.44,-3239.44,-49610.55,-20.77,-59.24,-33.86
